Date,Time,Userid_From,Name_From,Message,Userid_To,At,Post_Category,Channel,To_Channel
7/13/19,10:45:41,UFJ13UD3N,,"That's a good point about sharing beyond canvas &amp; I've been thinking about it since you posted it. :grinning: I teach an intro course so I'm coming at it from that perspective. My initial thought is using Canvas assignments for smaller assignments throughout the semester so they get practice with computational ""short essays"" - not exactly what you presented, just answering questions related to course activities.  (Having them within Canvas makes grading &amp; providing feedback much easier for me.) They would do a longer computational essay more like what you presented towards the end of the semester.  They can submit it via Canvas, but I'll talk to them about how they can just copy the html code of their submission to put on a website and/or to be sure to save it for portfolio/showcase purposes.

I just had a thought that I can have them *also* submit the html code to me so I can post it on a department or course website  (and maybe have the students in our gen ed physics courses provide an evaluation of the essay?).  We have a Physics Festival at the end of the semester where all our intro students from different courses get together to showcase their research projects so it would be nice to have the essays visible there via a website.",UJF6E99FF,,0,trinket,FALSE
7/25/19,0:28:17,UF0SNUWLE,,"Hi, all (especially <@UJNH8230Q>). I can create a python 3 Trinket that lets me use the `input()` function to get keyboard input from the user, but I don’t seem to be able to import vpython into that. Or, I can create a GlowScript Trinket that does VPython, but doesn’t recognize the `input()` statement. Does anyone know of a way to get both?

Being able to use VPython from within a python 3 trinket sure would be useful, for other reasons too -- using it alongside numpy-type goodness for example.",UJNH8230Q,,0,trinket,FALSE
7/25/19,12:58:26,UF0SNUWLE,,Any idea how to do it with a (Mac) trackpad?,U1YKC618E,,0,trinket,FALSE
7/25/19,13:01:31,U1YKC618E,,Single-finger-click-drag plus shift key pans the view on my Mac trackpad.  Make sure you are using Glowscript 2.7 (or later),U1YKC618E,,0,trinket,FALSE
7/25/19,13:01:31,UF0SNUWLE,,1,U1YKC618E,,emoji,trinket,FALSE
8/3/19,7:47:39,U1YKH1T96,,"<@UF0SNUWLE> I think using numpy or any other major Python package in Trinket means that the code must be run on a server instead of in the browser, (Running in the browser just means the code is first transpiled to JavaScript. Running on the server means it’s a bonafide Python kernel running the code. They have ported some packages to run in the browser, but not all.)  This is a Premium feature of Trinket, but that’s not necessarily a hard hurdle to cross. The technical challenge is that the Trinket developers will have to install VPython on the server. Then they will have to deal with piping the vpython scene to the trinket. This seems to me to not be very different from Jupyter. Nonetheless, it will take additional development by the Trinket people. I suggest asking them for this feature. But if there’s not a huge user base who will pay for this Premium feature, then I don’t think it’ll make it to the top of their to-do list.",UF0SNUWLE,,0,trinket,FALSE
8/3/19,7:47:39,UF0SNUWLE,,pray,U1YKH1T96,,emoji,trinket,FALSE
8/3/19,20:23:18,U1YKC618E,,"I asked about this in the Trinket Educator's Forum  but didn't have any response.  Maybe if a few other folks piped up they might take notice.  Feel free to respond to the post here: <https://educators.trinket.io/t/importing-modules/775/7?u=todd_zimmerman_phd_gmail_com>

You can get verified as an educator for free to access the forum.  Just go to <https://trinket.io/plans>",UF0SNUWLE,,0,trinket,FALSE
8/29/19,17:03:13,UFJ13UD3N,,1,U1YKM7ZRT,,emoji,trinket,FALSE
8/29/19,18:00:38,UFJ13UD3N,,1,U1YKH1T96,,emoji,trinket,FALSE
8/29/19,18:01:23,UF0SNUWLE,,pray,U1YKH1T96,,emoji,trinket,FALSE
10/2/19,11:16:00,U1YKMC1QD,,"<@U1YKM7ZRT> I am trying to create a new trinket for students to do an activity. I copy-pasted an old trinket of mine to use as a starting point (for glowscript syntax etc). The old trinket runs, but the new one -- with identical code! -- chokes on the first line `GlowScript 2.7 VPython`.",U1YKM7ZRT,,0,trinket,FALSE
10/2/19,11:28:28,U4GGL6MK3,,Your code worked fine for me in trinket,U1YKMC1QD,,0,trinket,FALSE
10/2/19,11:28:37,U1YKMC1QD,,... huh.,U1YKMC1QD,,0,trinket,FALSE
10/2/19,11:28:46,U1YKMC1QD,,I got around it by creating a new trinket that was a copy of the old one that worked.,U1YKMC1QD,,0,trinket,FALSE
10/2/19,11:28:56,U1YKMC1QD,,And now I'm modifying it to do entirely different physics.,U1YKMC1QD,,0,trinket,FALSE
10/2/19,11:29:01,U1YKMC1QD,,Thanks!,U1YKMC1QD,,0,trinket,FALSE
8/24/20,9:25:40,U6X4Q5919,,<@UBN8AAZS7> I just ran a few of my Trinkets with no issues. Are you still having the problem?,UBN8AAZS7,,0,trinket,FALSE
8/24/20,9:33:41,U6X4Q5919,,Try a different browser or a different computer.,UBN8AAZS7,,0,trinket,FALSE
8/24/20,9:33:41,UBN8AAZS7,,1,U6X4Q5919,,emoji,trinket,FALSE
8/24/20,20:21:23,UBN8AAZS7,,I got it to work by quitting all of my browsers and starting it up again. I’m glad to know that I know how to deal with this if a student runs into the same issue.,UBN8AAZS7,,0,trinket,FALSE
8/24/20,20:21:23,U6X4Q5919,,1,UBN8AAZS7,,emoji,trinket,FALSE
3/4/21,11:20:16,UM196HCDB,,"Having spent some time with trinket in the great workshop by <@U1YKH1T96> at the last in-person AAPT meeting 14 months ago, I'm getting ready to include some embedded python trinket elements in my advanced lab class (not going to do a course on <http://trinket.io|trinket.io> itself). Still have some questions about how trinkets work which I can't figure out from the docs, but which I'd need to have figured out before deciding to go all-in for trinket in the Fall. As I typed this up, my list of questions got long, so I'm gonna break the related questions into separate posts here for better reply threading. Here we go:",U1YKH1T96,,0,trinket,FALSE
7/11/17,11:03:00,U4X9ZLJ2D,,<@U4X9ZLJ2D> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
7/11/17,11:03:02,U4X9ZLJ2D,,<@U4X9ZLJ2D> set the channel description: This channel is for the discussion of using trinket.io for physics courses.,U4X9ZLJ2D,,norm,trinket,TRUE
7/11/17,11:03:21,U4X9ZLJ2D,,I’m going to dump some links here to begin with.,U4X9ZLJ2D,,0,trinket,TRUE
7/11/17,11:03:55,U4X9ZLJ2D,,<https://atitus.trinket.io>,U4X9ZLJ2D,,0,trinket,TRUE
7/11/17,11:15:03,U4X9ZLJ2D,,<https://trinket.io/glowscript/8fffadc105>,U4X9ZLJ2D,,0,trinket,TRUE
7/11/17,11:26:00,U5B5GA874,,<@U5B5GA874> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
7/11/17,11:26:37,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
7/11/17,11:26:37,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U5B5GA874,,joined,trinket,TRUE
7/11/17,11:27:31,U1YKM7ZRT,,<https://trinket.io/glowscript/9efd9caf6d>,U4X9ZLJ2D,,0,trinket,TRUE
7/11/17,11:27:31,U1YKM7ZRT,,<https://trinket.io/glowscript/9efd9caf6d>,U5B5GA874,,0,trinket,TRUE
7/11/17,12:00:43,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YKM7ZRT,,joined,trinket,TRUE
7/11/17,12:00:43,U1YKC618E,,<@U1YKC618E> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
7/11/17,12:00:43,U1YKC618E,,<@U1YKC618E> has joined the channel,U5B5GA874,,joined,trinket,TRUE
7/11/17,12:00:50,U5SCU625N,,<@U5SCU625N> has joined the channel,U1YKC618E,,joined,trinket,TRUE
7/11/17,12:00:50,U5SCU625N,,<@U5SCU625N> has joined the channel,U1YKM7ZRT,,joined,trinket,TRUE
7/11/17,12:00:50,U5SCU625N,,<@U5SCU625N> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
7/11/17,12:00:50,U5SCU625N,,<@U5SCU625N> has joined the channel,U5B5GA874,,joined,trinket,TRUE
7/11/17,12:18:08,U1YKMC1QD,,<@U1YKMC1QD> has joined the channel,U1YKC618E,,joined,trinket,TRUE
7/11/17,12:18:08,U1YKMC1QD,,<@U1YKMC1QD> has joined the channel,U1YKM7ZRT,,joined,trinket,TRUE
7/11/17,12:18:08,U1YKMC1QD,,<@U1YKMC1QD> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
7/11/17,12:18:08,U1YKMC1QD,,<@U1YKMC1QD> has joined the channel,U5B5GA874,,joined,trinket,TRUE
7/11/17,12:18:08,U1YKMC1QD,,<@U1YKMC1QD> has joined the channel,U5SCU625N,,joined,trinket,TRUE
7/11/17,12:19:13,U4X9ZLJ2D,,<https://trinket.io/glowscript/ed3f03e2f8>,U1YKC618E,,0,trinket,TRUE
7/11/17,12:19:13,U4X9ZLJ2D,,<https://trinket.io/glowscript/ed3f03e2f8>,U1YKM7ZRT,,0,trinket,TRUE
7/11/17,12:19:13,U4X9ZLJ2D,,<https://trinket.io/glowscript/ed3f03e2f8>,U1YKMC1QD,,0,trinket,TRUE
7/11/17,12:19:13,U4X9ZLJ2D,,<https://trinket.io/glowscript/ed3f03e2f8>,U5B5GA874,,0,trinket,TRUE
7/11/17,12:19:13,U4X9ZLJ2D,,<https://trinket.io/glowscript/ed3f03e2f8>,U5SCU625N,,0,trinket,TRUE
7/11/17,12:19:38,U4X9ZLJ2D,,<https://trinket.io/glowscript/b5ce9cbfda>,U1YKC618E,,0,trinket,TRUE
7/11/17,12:19:38,U4X9ZLJ2D,,<https://trinket.io/glowscript/b5ce9cbfda>,U1YKM7ZRT,,0,trinket,TRUE
7/11/17,12:19:38,U4X9ZLJ2D,,<https://trinket.io/glowscript/b5ce9cbfda>,U1YKMC1QD,,0,trinket,TRUE
7/11/17,12:19:38,U4X9ZLJ2D,,<https://trinket.io/glowscript/b5ce9cbfda>,U5B5GA874,,0,trinket,TRUE
7/11/17,12:19:38,U4X9ZLJ2D,,<https://trinket.io/glowscript/b5ce9cbfda>,U5SCU625N,,0,trinket,TRUE
7/11/17,12:22:14,U4X9ZLJ2D,,<https://trinket.io/glowscript/73b8d5e4fb>,U1YKC618E,,0,trinket,TRUE
7/11/17,12:22:14,U4X9ZLJ2D,,<https://trinket.io/glowscript/73b8d5e4fb>,U1YKM7ZRT,,0,trinket,TRUE
7/11/17,12:22:14,U4X9ZLJ2D,,<https://trinket.io/glowscript/73b8d5e4fb>,U1YKMC1QD,,0,trinket,TRUE
7/11/17,12:22:14,U4X9ZLJ2D,,<https://trinket.io/glowscript/73b8d5e4fb>,U5B5GA874,,0,trinket,TRUE
7/11/17,12:22:14,U4X9ZLJ2D,,<https://trinket.io/glowscript/73b8d5e4fb>,U5SCU625N,,0,trinket,TRUE
7/11/17,12:22:30,U4X9ZLJ2D,,<https://trinket.io/glowscript/d8bc51f400>,U1YKC618E,,0,trinket,TRUE
7/11/17,12:22:30,U4X9ZLJ2D,,<https://trinket.io/glowscript/d8bc51f400>,U1YKM7ZRT,,0,trinket,TRUE
7/11/17,12:22:30,U4X9ZLJ2D,,<https://trinket.io/glowscript/d8bc51f400>,U1YKMC1QD,,0,trinket,TRUE
7/11/17,12:22:30,U4X9ZLJ2D,,<https://trinket.io/glowscript/d8bc51f400>,U5B5GA874,,0,trinket,TRUE
7/11/17,12:22:30,U4X9ZLJ2D,,<https://trinket.io/glowscript/d8bc51f400>,U5SCU625N,,0,trinket,TRUE
7/11/17,15:10:10,U4X9ZLJ2D,,<https://elliott.trinket.io/charting-data-with-python-on-trinket#/fun-with-data/why-chart-data>,U1YKC618E,,0,trinket,TRUE
7/11/17,15:10:10,U4X9ZLJ2D,,<https://elliott.trinket.io/charting-data-with-python-on-trinket#/fun-with-data/why-chart-data>,U1YKM7ZRT,,0,trinket,TRUE
7/11/17,15:10:10,U4X9ZLJ2D,,<https://elliott.trinket.io/charting-data-with-python-on-trinket#/fun-with-data/why-chart-data>,U1YKMC1QD,,0,trinket,TRUE
7/11/17,15:10:10,U4X9ZLJ2D,,<https://elliott.trinket.io/charting-data-with-python-on-trinket#/fun-with-data/why-chart-data>,U5B5GA874,,0,trinket,TRUE
7/11/17,15:10:10,U4X9ZLJ2D,,<https://elliott.trinket.io/charting-data-with-python-on-trinket#/fun-with-data/why-chart-data>,U5SCU625N,,0,trinket,TRUE
7/11/17,15:10:28,U4X9ZLJ2D,,(I promise to actually have a discussion here at some point!!!),U1YKC618E,,0,trinket,TRUE
7/11/17,15:10:28,U4X9ZLJ2D,,(I promise to actually have a discussion here at some point!!!),U1YKM7ZRT,,0,trinket,TRUE
7/11/17,15:10:28,U4X9ZLJ2D,,(I promise to actually have a discussion here at some point!!!),U1YKMC1QD,,0,trinket,TRUE
7/11/17,15:10:28,U4X9ZLJ2D,,(I promise to actually have a discussion here at some point!!!),U5B5GA874,,0,trinket,TRUE
7/11/17,15:10:28,U4X9ZLJ2D,,(I promise to actually have a discussion here at some point!!!),U5SCU625N,,0,trinket,TRUE
7/11/17,15:11:46,U4X9ZLJ2D,,<http://physicslogos.blogspot.com/2015/05/python-graphing-tutorials-in-trinket.html>,U1YKC618E,,0,trinket,TRUE
7/11/17,15:11:46,U4X9ZLJ2D,,<http://physicslogos.blogspot.com/2015/05/python-graphing-tutorials-in-trinket.html>,U1YKM7ZRT,,0,trinket,TRUE
7/11/17,15:11:46,U4X9ZLJ2D,,<http://physicslogos.blogspot.com/2015/05/python-graphing-tutorials-in-trinket.html>,U1YKMC1QD,,0,trinket,TRUE
7/11/17,15:11:46,U4X9ZLJ2D,,<http://physicslogos.blogspot.com/2015/05/python-graphing-tutorials-in-trinket.html>,U5B5GA874,,0,trinket,TRUE
7/11/17,15:11:46,U4X9ZLJ2D,,<http://physicslogos.blogspot.com/2015/05/python-graphing-tutorials-in-trinket.html>,U5SCU625N,,0,trinket,TRUE
7/11/17,15:14:48,U4X9ZLJ2D,,"This is something I had started awhile back that I need to work on again: 
<https://trinket.io/morris/courses/rotational-stuff#/basic-simulation-of-rotations/example-simulations>",U1YKC618E,,0,trinket,TRUE
7/11/17,15:14:48,U4X9ZLJ2D,,"This is something I had started awhile back that I need to work on again: 
<https://trinket.io/morris/courses/rotational-stuff#/basic-simulation-of-rotations/example-simulations>",U1YKM7ZRT,,0,trinket,TRUE
7/11/17,15:14:48,U4X9ZLJ2D,,"This is something I had started awhile back that I need to work on again: 
<https://trinket.io/morris/courses/rotational-stuff#/basic-simulation-of-rotations/example-simulations>",U1YKMC1QD,,0,trinket,TRUE
7/11/17,15:14:48,U4X9ZLJ2D,,"This is something I had started awhile back that I need to work on again: 
<https://trinket.io/morris/courses/rotational-stuff#/basic-simulation-of-rotations/example-simulations>",U5B5GA874,,0,trinket,TRUE
7/11/17,15:14:48,U4X9ZLJ2D,,"This is something I had started awhile back that I need to work on again: 
<https://trinket.io/morris/courses/rotational-stuff#/basic-simulation-of-rotations/example-simulations>",U5SCU625N,,0,trinket,TRUE
7/11/17,16:47:33,U4X9ZLJ2D,,<https://rhettallain_gmail_com.trinket.io/introductory-physics-with-python#/introduction/constant-velocity>,U1YKC618E,,0,trinket,TRUE
7/11/17,16:47:33,U4X9ZLJ2D,,<https://rhettallain_gmail_com.trinket.io/introductory-physics-with-python#/introduction/constant-velocity>,U1YKM7ZRT,,0,trinket,TRUE
7/11/17,16:47:33,U4X9ZLJ2D,,<https://rhettallain_gmail_com.trinket.io/introductory-physics-with-python#/introduction/constant-velocity>,U1YKMC1QD,,0,trinket,TRUE
7/11/17,16:47:33,U4X9ZLJ2D,,<https://rhettallain_gmail_com.trinket.io/introductory-physics-with-python#/introduction/constant-velocity>,U5B5GA874,,0,trinket,TRUE
7/11/17,16:47:33,U4X9ZLJ2D,,<https://rhettallain_gmail_com.trinket.io/introductory-physics-with-python#/introduction/constant-velocity>,U5SCU625N,,0,trinket,TRUE
7/12/17,12:33:25,U4X9ZLJ2D,,"This is a decent introduction to using trinket in a course:
<https://docs.trinket.io/getting-started#/let-s-go/3-steps-to-teaching-with-trinket>",U1YKC618E,,0,trinket,TRUE
7/12/17,12:33:25,U4X9ZLJ2D,,"This is a decent introduction to using trinket in a course:
<https://docs.trinket.io/getting-started#/let-s-go/3-steps-to-teaching-with-trinket>",U1YKM7ZRT,,0,trinket,TRUE
7/12/17,12:33:25,U4X9ZLJ2D,,"This is a decent introduction to using trinket in a course:
<https://docs.trinket.io/getting-started#/let-s-go/3-steps-to-teaching-with-trinket>",U1YKMC1QD,,0,trinket,TRUE
7/12/17,12:33:25,U4X9ZLJ2D,,"This is a decent introduction to using trinket in a course:
<https://docs.trinket.io/getting-started#/let-s-go/3-steps-to-teaching-with-trinket>",U5B5GA874,,0,trinket,TRUE
7/12/17,12:33:25,U4X9ZLJ2D,,"This is a decent introduction to using trinket in a course:
<https://docs.trinket.io/getting-started#/let-s-go/3-steps-to-teaching-with-trinket>",U5SCU625N,,0,trinket,TRUE
7/12/17,12:34:37,U4X9ZLJ2D,,"Not glowscript, but good intro for students to coding: <https://hourofpython.trinket.io/a-visual-introduction-to-python#/welcome/an-hour-of-code>",U1YKC618E,,0,trinket,TRUE
7/12/17,12:34:37,U4X9ZLJ2D,,"Not glowscript, but good intro for students to coding: <https://hourofpython.trinket.io/a-visual-introduction-to-python#/welcome/an-hour-of-code>",U1YKM7ZRT,,0,trinket,TRUE
7/12/17,12:34:37,U4X9ZLJ2D,,"Not glowscript, but good intro for students to coding: <https://hourofpython.trinket.io/a-visual-introduction-to-python#/welcome/an-hour-of-code>",U1YKMC1QD,,0,trinket,TRUE
7/12/17,12:34:37,U4X9ZLJ2D,,"Not glowscript, but good intro for students to coding: <https://hourofpython.trinket.io/a-visual-introduction-to-python#/welcome/an-hour-of-code>",U5B5GA874,,0,trinket,TRUE
7/12/17,12:34:37,U4X9ZLJ2D,,"Not glowscript, but good intro for students to coding: <https://hourofpython.trinket.io/a-visual-introduction-to-python#/welcome/an-hour-of-code>",U5SCU625N,,0,trinket,TRUE
7/12/17,17:34:30,U5B5AU4TS,,<@U5B5AU4TS> has joined the channel,U1YKC618E,,joined,trinket,TRUE
7/12/17,17:34:30,U5B5AU4TS,,<@U5B5AU4TS> has joined the channel,U1YKM7ZRT,,joined,trinket,TRUE
7/12/17,17:34:30,U5B5AU4TS,,<@U5B5AU4TS> has joined the channel,U1YKMC1QD,,joined,trinket,TRUE
7/12/17,17:34:30,U5B5AU4TS,,<@U5B5AU4TS> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
7/12/17,17:34:30,U5B5AU4TS,,<@U5B5AU4TS> has joined the channel,U5B5GA874,,joined,trinket,TRUE
7/12/17,17:34:30,U5B5AU4TS,,<@U5B5AU4TS> has joined the channel,U5SCU625N,,joined,trinket,TRUE
7/13/17,10:09:45,U5SCU625N,,Here's my cute Doppler Effect Trinket...doesn't do much yet.<https://trinket.io/glowscript/66a017c6cd>,U1YKC618E,,0,trinket,TRUE
7/13/17,10:09:45,U5SCU625N,,Here's my cute Doppler Effect Trinket...doesn't do much yet.<https://trinket.io/glowscript/66a017c6cd>,U1YKM7ZRT,,0,trinket,TRUE
7/13/17,10:09:45,U5SCU625N,,Here's my cute Doppler Effect Trinket...doesn't do much yet.<https://trinket.io/glowscript/66a017c6cd>,U1YKMC1QD,,0,trinket,TRUE
7/13/17,10:09:45,U5SCU625N,,Here's my cute Doppler Effect Trinket...doesn't do much yet.<https://trinket.io/glowscript/66a017c6cd>,U4X9ZLJ2D,,0,trinket,TRUE
7/13/17,10:09:45,U5SCU625N,,Here's my cute Doppler Effect Trinket...doesn't do much yet.<https://trinket.io/glowscript/66a017c6cd>,U5B5AU4TS,,0,trinket,TRUE
7/13/17,10:09:45,U5SCU625N,,Here's my cute Doppler Effect Trinket...doesn't do much yet.<https://trinket.io/glowscript/66a017c6cd>,U5B5GA874,,0,trinket,TRUE
7/13/17,12:53:49,U4X9ZLJ2D,,That’s so cool!   Is there a way to see individual wave fronts emerge from the source similar to these animations: <http://www.acs.psu.edu/drussell/Demos/doppler/doppler.html>,U1YKC618E,,0,trinket,TRUE
7/13/17,12:53:49,U4X9ZLJ2D,,That’s so cool!   Is there a way to see individual wave fronts emerge from the source similar to these animations: <http://www.acs.psu.edu/drussell/Demos/doppler/doppler.html>,U1YKM7ZRT,,0,trinket,TRUE
7/13/17,12:53:49,U4X9ZLJ2D,,That’s so cool!   Is there a way to see individual wave fronts emerge from the source similar to these animations: <http://www.acs.psu.edu/drussell/Demos/doppler/doppler.html>,U1YKMC1QD,,0,trinket,TRUE
7/13/17,12:53:49,U4X9ZLJ2D,,That’s so cool!   Is there a way to see individual wave fronts emerge from the source similar to these animations: <http://www.acs.psu.edu/drussell/Demos/doppler/doppler.html>,U5B5AU4TS,,0,trinket,TRUE
7/13/17,12:53:49,U4X9ZLJ2D,,That’s so cool!   Is there a way to see individual wave fronts emerge from the source similar to these animations: <http://www.acs.psu.edu/drussell/Demos/doppler/doppler.html>,U5B5GA874,,0,trinket,TRUE
7/13/17,12:53:49,U4X9ZLJ2D,,That’s so cool!   Is there a way to see individual wave fronts emerge from the source similar to these animations: <http://www.acs.psu.edu/drussell/Demos/doppler/doppler.html>,U5SCU625N,,0,trinket,TRUE
7/13/17,12:57:48,U5SCU625N,,"also, messing with dt changes the way the waves look.",U1YKC618E,,0,trinket,TRUE
7/13/17,12:57:48,U5SCU625N,,"also, messing with dt changes the way the waves look.",U1YKM7ZRT,,0,trinket,TRUE
7/13/17,12:57:48,U5SCU625N,,"also, messing with dt changes the way the waves look.",U1YKMC1QD,,0,trinket,TRUE
7/13/17,12:57:48,U5SCU625N,,"also, messing with dt changes the way the waves look.",U4X9ZLJ2D,,0,trinket,TRUE
7/13/17,12:57:48,U5SCU625N,,"also, messing with dt changes the way the waves look.",U5B5AU4TS,,0,trinket,TRUE
7/13/17,12:57:48,U5SCU625N,,"also, messing with dt changes the way the waves look.",U5B5GA874,,0,trinket,TRUE
7/13/17,17:27:10,U5SCU625N,,Just happened across these trinkets!  <https://sfuhs.instructure.com/courses/285/pages/glowscript-visualizations>,U1YKC618E,,0,trinket,TRUE
7/13/17,17:27:10,U5SCU625N,,Just happened across these trinkets!  <https://sfuhs.instructure.com/courses/285/pages/glowscript-visualizations>,U1YKM7ZRT,,0,trinket,TRUE
7/13/17,17:27:10,U5SCU625N,,Just happened across these trinkets!  <https://sfuhs.instructure.com/courses/285/pages/glowscript-visualizations>,U1YKMC1QD,,0,trinket,TRUE
7/13/17,17:27:10,U5SCU625N,,Just happened across these trinkets!  <https://sfuhs.instructure.com/courses/285/pages/glowscript-visualizations>,U4X9ZLJ2D,,0,trinket,TRUE
7/13/17,17:27:10,U5SCU625N,,Just happened across these trinkets!  <https://sfuhs.instructure.com/courses/285/pages/glowscript-visualizations>,U5B5AU4TS,,0,trinket,TRUE
7/13/17,17:27:10,U5SCU625N,,Just happened across these trinkets!  <https://sfuhs.instructure.com/courses/285/pages/glowscript-visualizations>,U5B5GA874,,0,trinket,TRUE
9/10/17,13:55:29,U6X4Q5919,,<@U6X4Q5919> has joined the channel,U1YKC618E,,joined,trinket,TRUE
9/10/17,13:55:29,U6X4Q5919,,<@U6X4Q5919> has joined the channel,U1YKM7ZRT,,joined,trinket,TRUE
9/10/17,13:55:29,U6X4Q5919,,<@U6X4Q5919> has joined the channel,U1YKMC1QD,,joined,trinket,TRUE
9/10/17,13:55:29,U6X4Q5919,,<@U6X4Q5919> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
9/10/17,13:55:29,U6X4Q5919,,<@U6X4Q5919> has joined the channel,U5B5AU4TS,,joined,trinket,TRUE
9/10/17,13:55:29,U6X4Q5919,,<@U6X4Q5919> has joined the channel,U5B5GA874,,joined,trinket,TRUE
9/10/17,13:55:29,U6X4Q5919,,<@U6X4Q5919> has joined the channel,U5SCU625N,,joined,trinket,TRUE
10/7/17,18:16:48,U6D7T2UPJ,,<@U6D7T2UPJ> has joined the channel,U1YKC618E,,joined,trinket,TRUE
10/7/17,18:16:48,U6D7T2UPJ,,<@U6D7T2UPJ> has joined the channel,U1YKM7ZRT,,joined,trinket,TRUE
10/7/17,18:16:48,U6D7T2UPJ,,<@U6D7T2UPJ> has joined the channel,U1YKMC1QD,,joined,trinket,TRUE
10/7/17,18:16:48,U6D7T2UPJ,,<@U6D7T2UPJ> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
10/7/17,18:16:48,U6D7T2UPJ,,<@U6D7T2UPJ> has joined the channel,U5B5AU4TS,,joined,trinket,TRUE
10/7/17,18:16:48,U6D7T2UPJ,,<@U6D7T2UPJ> has joined the channel,U5B5GA874,,joined,trinket,TRUE
10/7/17,18:16:48,U6D7T2UPJ,,<@U6D7T2UPJ> has joined the channel,U5SCU625N,,joined,trinket,TRUE
10/7/17,18:16:48,U6D7T2UPJ,,<@U6D7T2UPJ> has joined the channel,U6X4Q5919,,joined,trinket,TRUE
5/17/18,22:22:55,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U1YKC618E,,joined,trinket,TRUE
5/17/18,22:22:55,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U1YKM7ZRT,,joined,trinket,TRUE
5/17/18,22:22:55,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U1YKMC1QD,,joined,trinket,TRUE
5/17/18,22:22:55,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U4X9ZLJ2D,,joined,trinket,TRUE
5/17/18,22:22:55,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U5B5AU4TS,,joined,trinket,TRUE
5/17/18,22:22:55,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U5B5GA874,,joined,trinket,TRUE
5/17/18,22:22:55,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U5SCU625N,,joined,trinket,TRUE
5/17/18,22:22:55,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U6D7T2UPJ,,joined,trinket,TRUE
5/17/18,22:22:55,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U6X4Q5919,,joined,trinket,TRUE
7/15/18,20:46:27,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,U1YKC618E,,joined,trinket,TRUE
7/15/18,20:46:27,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,U1YKM7ZRT,,joined,trinket,TRUE
7/15/18,20:46:27,UBQQ61UCB,,<@UBQQ61UCB> has joined the channel,U1YKMC1QD,,joined,trinket,TRUE
