Date,Time,Userid_From,Name_From,Message,Userid_To,At,Post_Category,Channel,To_Channel
12/5/19,2:58:59,UFJ13UD3N,,"Decisions and explanations of decisions *are* very important - make your students do that in class. There's a bunch of different ways to do that: think-pair-share questions sprinkled throughout a ""lecture"" (relatively low effort for instructor) to Think Aloud Pair Problem Solving (medium effort) to a flipped classroom (lots of effort).   (Flipping my class was one of the best things I've ever done for my students to get them to discuss/apply physics.)  If lecture/note-taking is important to you, you can give your students ""skeleton notes"" or some guiding questions that they should be able to answer during/after lecture (not for points, necessarily, but to study from).  Those guiding questions are also great if there's discussion happening and you want them to take notes as they discuss.  As you do examples, make the students make some of those decisions.  You can also refer your students to Saundra McGuire's Study Cycle (it's about studying in general, but it provides some great tips on how class notes fit into an overall framework for studying.)",UBMBY393N,,0,classroom_pedagogy,FALSE
1/17/20,16:25:28,U1YKC618E,,<@U47FDDCBV> How did you restrict students from accessing other websites?  I assume it used the offline version of Glowscript but did this mean they had to take the exams in your computer labs?  All of our students have their own laptops so I need the Lockdown Browser to keep them from going to other websites or accessing material on their laptops.  Incidentally I tried using <http://Glowscript.org|Glowscript.org> in the lockdown browser but it didn’t work.,U47FDDCBV,,0,classroom_pedagogy,FALSE
8/5/16,10:45:13,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
8/5/16,10:45:13,U1YCYCK61,,"<@U1YCYCK61> set the channel description: Discussions of pedagogy, instruction, and assessment",U1YCYCK61,,norm,classroom_pedagogy,TRUE
8/5/16,10:49:14,U1YKNQH55,,<@U1YKNQH55> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
8/5/16,10:54:36,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
8/5/16,10:54:36,U1YKN5ZV5,,<@U1YKN5ZV5> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
8/5/16,11:22:14,U1YKN36HF,,<@U1YKN36HF> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
8/5/16,11:22:14,U1YKN36HF,,<@U1YKN36HF> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
8/5/16,11:22:14,U1YKN36HF,,<@U1YKN36HF> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
8/5/16,15:40:24,U1YKW1FKR,,<@U1YKW1FKR> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
8/5/16,15:40:24,U1YKW1FKR,,<@U1YKW1FKR> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
8/5/16,15:40:24,U1YKW1FKR,,<@U1YKW1FKR> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
8/5/16,15:40:24,U1YKW1FKR,,<@U1YKW1FKR> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
8/6/16,7:50:35,U1YEMA4BA,,<@U1YEMA4BA> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
8/6/16,7:50:35,U1YEMA4BA,,<@U1YEMA4BA> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
8/6/16,7:50:35,U1YEMA4BA,,<@U1YEMA4BA> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
8/6/16,7:50:35,U1YEMA4BA,,<@U1YEMA4BA> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
8/6/16,7:50:35,U1YEMA4BA,,<@U1YEMA4BA> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
8/11/16,10:29:56,U1YL4RMRQ,,<@U1YL4RMRQ> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
8/11/16,10:29:56,U1YL4RMRQ,,<@U1YL4RMRQ> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
8/11/16,10:29:56,U1YL4RMRQ,,<@U1YL4RMRQ> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
8/11/16,10:29:56,U1YL4RMRQ,,<@U1YL4RMRQ> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
8/11/16,10:29:56,U1YL4RMRQ,,<@U1YL4RMRQ> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
8/11/16,10:29:56,U1YL4RMRQ,,<@U1YL4RMRQ> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
8/12/16,10:48:10,U1ZD61Q06,,<@U1ZD61Q06> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
8/12/16,10:48:10,U1ZD61Q06,,<@U1ZD61Q06> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
8/12/16,10:48:10,U1ZD61Q06,,<@U1ZD61Q06> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
8/12/16,10:48:10,U1ZD61Q06,,<@U1ZD61Q06> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
8/12/16,10:48:10,U1ZD61Q06,,<@U1ZD61Q06> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
8/12/16,10:48:10,U1ZD61Q06,,<@U1ZD61Q06> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
8/12/16,10:48:10,U1ZD61Q06,,<@U1ZD61Q06> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
10/24/16,21:22:43,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
10/24/16,21:22:43,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
10/24/16,21:22:43,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
10/24/16,21:22:43,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
10/24/16,21:22:43,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
10/24/16,21:22:43,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
10/24/16,21:22:43,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
10/24/16,21:22:43,U1YKM7ZRT,,<@U1YKM7ZRT> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
10/26/16,2:21:52,U1YJ38A8K,,<@U1YJ38A8K> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
10/26/16,2:21:52,U1YJ38A8K,,<@U1YJ38A8K> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
10/26/16,2:21:52,U1YJ38A8K,,<@U1YJ38A8K> has joined the channel,U1YKM7ZRT,,joined,classroom_pedagogy,TRUE
10/26/16,2:21:52,U1YJ38A8K,,<@U1YJ38A8K> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
10/26/16,2:21:52,U1YJ38A8K,,<@U1YJ38A8K> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
10/26/16,2:21:52,U1YJ38A8K,,<@U1YJ38A8K> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
10/26/16,2:21:52,U1YJ38A8K,,<@U1YJ38A8K> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
10/26/16,2:21:52,U1YJ38A8K,,<@U1YJ38A8K> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
10/26/16,2:21:52,U1YJ38A8K,,<@U1YJ38A8K> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1YJ38A8K,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1YKM7ZRT,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
10/26/16,9:52:59,U2UEEVDNZ,,<@U2UEEVDNZ> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U1YCYCK61,,0,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U1YEMA4BA,,0,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U1YJ38A8K,,0,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U1YKN36HF,,0,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U1YKN5ZV5,,0,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U1YKNQH55,,0,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U1YKW1FKR,,0,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U1YL4RMRQ,,0,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U1ZD61Q06,,0,classroom_pedagogy,TRUE
11/6/16,16:07:29,U1YKM7ZRT,,"This is not well written, or even new information, but somehow it helped me wrap my head around the motivation behind pair programming (with respect to using it in class). <https://dev.to/raulavila/my-experience-with-pair-programming>",U2UEEVDNZ,,0,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1YJ38A8K,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1YKM7ZRT,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
11/21/16,19:04:26,U2Y0DKVD2,,<@U2Y0DKVD2> has joined the channel,U2UEEVDNZ,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YJ38A8K,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YKM7ZRT,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U2UEEVDNZ,,joined,classroom_pedagogy,TRUE
12/1/16,12:00:27,U1YKC618E,,<@U1YKC618E> has joined the channel,U2Y0DKVD2,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YJ38A8K,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YKC618E,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YKM7ZRT,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U2UEEVDNZ,,joined,classroom_pedagogy,TRUE
1/27/17,19:35:01,U3XKPSH5Z,,<@U3XKPSH5Z> has joined the channel,U2Y0DKVD2,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YJ38A8K,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YKC618E,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YKM7ZRT,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U2UEEVDNZ,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U2Y0DKVD2,,joined,classroom_pedagogy,TRUE
2/19/17,14:52:13,U46RH1GE4,,<@U46RH1GE4> has joined the channel,U3XKPSH5Z,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YJ38A8K,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YKC618E,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YKM7ZRT,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U2UEEVDNZ,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U2Y0DKVD2,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U3XKPSH5Z,,joined,classroom_pedagogy,TRUE
2/19/17,17:18:42,U47FDDCBV,,<@U47FDDCBV> has joined the channel,U46RH1GE4,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YJ38A8K,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YKC618E,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YKM7ZRT,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U2UEEVDNZ,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U2Y0DKVD2,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U3XKPSH5Z,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U46RH1GE4,,joined,classroom_pedagogy,TRUE
3/10/17,17:27:48,U4HHS0F71,,<@U4HHS0F71> has joined the channel,U47FDDCBV,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YEMA4BA,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YJ38A8K,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YKC618E,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YKM7ZRT,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YKN36HF,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YKN5ZV5,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YKNQH55,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YKW1FKR,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1YL4RMRQ,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U1ZD61Q06,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U2UEEVDNZ,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U2Y0DKVD2,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U3XKPSH5Z,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U46RH1GE4,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U47FDDCBV,,joined,classroom_pedagogy,TRUE
3/10/17,17:30:08,U4HFYQYKY,,<@U4HFYQYKY> has joined the channel,U4HHS0F71,,joined,classroom_pedagogy,TRUE
3/20/17,22:23:49,U4LEWCMBK,,<@U4LEWCMBK> has joined the channel,U1YCYCK61,,joined,classroom_pedagogy,TRUE
